weekday_name,hour,person_type,age_group,gender,is_weekend,is_holiday,visitor_count,concurrent_wait_count,hour_sin,hour_cos,wait_duration,rolling_wait_mean,rolling_exit_count,is_morning_rush,is_lunch_time,is_evening_rush,prev_wait,wait_diff
Sunday,9,dine-in,50s,M,1,0,7,7,0.7071067811865476,-0.7071067811865475,18,14.1,0,1,0,0,16.0,2.0
Sunday,9,dine-in,60+,M,1,0,7,7,0.7071067811865476,-0.7071067811865475,19,13.0,2,1,0,0,6.0,13.0
Sunday,19,dine-in,20s,M,1,0,4,4,-0.9659258262890684,0.2588190451025203,6,12.7,0,0,0,1,18.0,-12.0
Sunday,18,dine-in,teen,M,1,0,2,2,-1.0,-1.8369701987210297e-16,7,12.4,0,0,0,1,6.0,1.0
Sunday,17,dine-in,30s,F,1,0,6,6,-0.9659258262890683,-0.25881904510252063,10,10.7,0,0,0,1,6.0,4.0
Sunday,11,dine-in,50s,F,1,0,5,5,0.258819045102521,-0.9659258262890682,6,14.1,0,0,0,0,18.0,-12.0
Sunday,12,dine-in,30s,M,1,0,6,6,1.2246467991473532e-16,-1.0,9,11.5,0,0,1,0,18.0,-9.0
Sunday,9,dine-in,50s,F,1,0,7,7,0.7071067811865476,-0.7071067811865475,20,13.1,0,1,0,0,20.0,0.0
Sunday,11,dine-in,30s,F,1,0,5,5,0.258819045102521,-0.9659258262890682,6,13.7,0,0,0,0,15.0,-9.0
Sunday,17,dine-in,teen,F,1,0,6,6,-0.9659258262890683,-0.25881904510252063,17,12.6,0,0,0,1,13.0,4.0
Sunday,17,dine-in,50s,F,1,0,6,6,-0.9659258262890683,-0.25881904510252063,6,12.4,1,0,0,1,17.0,-11.0
Sunday,13,dine-in,20s,F,1,0,6,6,-0.2588190451025208,-0.9659258262890683,15,13.2,0,0,1,0,17.0,-2.0
Sunday,9,dine-in,30s,F,1,0,7,7,0.7071067811865476,-0.7071067811865475,16,13.9,1,1,0,0,11.0,5.0
Sunday,13,dine-in,20s,F,1,0,6,6,-0.2588190451025208,-0.9659258262890683,10,12.4,0,0,1,0,15.0,-5.0
Sunday,9,dine-in,30s,F,1,0,7,7,0.7071067811865476,-0.7071067811865475,11,12.9,2,1,0,0,19.0,-8.0
Sunday,17,dine-in,50s,M,1,0,6,6,-0.9659258262890683,-0.25881904510252063,19,11.5,0,0,0,1,17.0,2.0
Sunday,17,dine-in,teen,M,1,0,6,6,-0.9659258262890683,-0.25881904510252063,17,11.6,1,0,0,1,10.0,7.0
Sunday,17,dine-in,20s,F,1,0,6,6,-0.9659258262890683,-0.25881904510252063,13,11.6,0,0,0,1,19.0,-6.0
Sunday,15,dine-in,30s,F,1,0,4,4,-0.7071067811865471,-0.7071067811865479,12,13.4,0,0,0,0,20.0,-8.0
Sunday,13,dine-in,30s,F,1,0,6,6,-0.2588190451025208,-0.9659258262890683,17,12.6,0,0,1,0,17.0,0.0
Sunday,12,dine-in,50s,M,1,0,6,6,1.2246467991473532e-16,-1.0,15,10.5,0,0,1,0,8.0,7.0
Sunday,14,dine-in,30s,F,1,0,4,4,-0.4999999999999997,-0.8660254037844388,8,12.7,2,0,0,0,13.0,-5.0
Sunday,11,dine-in,40s,F,1,0,5,5,0.258819045102521,-0.9659258262890682,7,12.4,2,0,0,0,6.0,1.0
Sunday,9,dine-in,50s,M,1,0,7,7,0.7071067811865476,-0.7071067811865475,6,12.8,0,1,0,0,20.0,-14.0
Sunday,18,dine-in,20s,F,1,0,2,2,-1.0,-1.8369701987210297e-16,14,12.3,0,0,0,1,7.0,7.0
Sunday,16,dine-in,30s,M,1,0,4,4,-0.8660254037844385,-0.5000000000000004,15,12.3,0,0,0,0,7.0,8.0
Sunday,19,dine-in,30s,M,1,0,4,4,-0.9659258262890684,0.2588190451025203,20,13.7,1,0,0,1,6.0,14.0
Sunday,15,dine-in,60+,M,1,0,4,4,-0.7071067811865471,-0.7071067811865479,8,11.7,0,0,0,0,7.0,1.0
Sunday,16,dine-in,20s,M,1,0,4,4,-0.8660254037844385,-0.5000000000000004,14,11.9,1,0,0,0,15.0,-1.0
Sunday,19,dine-in,20s,F,1,0,4,4,-0.9659258262890684,0.2588190451025203,18,12.7,0,0,0,1,14.0,4.0
Sunday,15,dine-in,50s,M,1,0,4,4,-0.7071067811865471,-0.7071067811865479,7,12.4,0,0,0,0,12.0,-5.0
Sunday,13,dine-in,30s,M,1,0,6,6,-0.2588190451025208,-0.9659258262890683,17,11.6,0,0,1,0,8.0,9.0
Monday,11,dine-in,30s,M,0,0,8,8,0.258819045102521,-0.9659258262890682,7,13.1,1,0,0,0,14.0,-7.0
Monday,9,dine-in,50s,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,19,12.9,0,1,0,0,9.0,10.0
Monday,10,dine-in,60+,M,0,0,8,8,0.49999999999999994,-0.8660254037844387,13,13.8,2,0,0,0,8.0,5.0
Monday,14,dine-in,20s,M,0,0,6,6,-0.4999999999999997,-0.8660254037844388,17,13.1,4,0,0,0,19.0,-2.0
Monday,13,dine-in,60+,M,0,0,7,7,-0.2588190451025208,-0.9659258262890683,7,12.9,0,0,1,0,6.0,1.0
Monday,17,dine-in,60+,F,0,0,5,5,-0.9659258262890683,-0.25881904510252063,7,11.9,0,0,0,1,7.0,0.0
Monday,9,dine-in,40s,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,20,13.6,1,1,0,0,19.0,1.0
Monday,14,dine-in,40s,M,0,0,6,6,-0.4999999999999997,-0.8660254037844388,7,12.6,0,0,0,0,19.0,-12.0
Monday,16,dine-in,30s,M,0,0,4,4,-0.8660254037844385,-0.5000000000000004,17,12.1,0,0,0,0,11.0,6.0
Monday,13,dine-in,30s,F,0,0,7,7,-0.2588190451025208,-0.9659258262890683,18,14.0,0,0,1,0,8.0,10.0
Monday,16,dine-in,20s,M,0,0,4,4,-0.8660254037844385,-0.5000000000000004,13,12.8,1,0,0,0,20.0,-7.0
Monday,17,dine-in,50s,F,0,0,5,5,-0.9659258262890683,-0.25881904510252063,5,10.8,0,0,0,1,7.0,-2.0
Monday,10,dine-in,30s,M,0,0,8,8,0.49999999999999994,-0.8660254037844387,12,14.4,0,0,0,0,18.0,-6.0
Monday,17,dine-in,40s,F,0,0,5,5,-0.9659258262890683,-0.25881904510252063,7,12.8,0,0,0,1,13.0,-6.0
Monday,16,dine-in,20s,M,0,0,4,4,-0.8660254037844385,-0.5000000000000004,20,13.4,1,0,0,0,17.0,3.0
Monday,15,dine-in,60+,F,0,0,4,4,-0.7071067811865471,-0.7071067811865479,10,12.9,1,0,0,0,8.0,2.0
Monday,12,dine-in,50s,F,0,0,1,1,1.2246467991473532e-16,-1.0,15,14.7,0,0,1,0,19.0,-4.0
Monday,13,dine-in,30s,M,0,0,7,7,-0.2588190451025208,-0.9659258262890683,6,13.5,0,0,1,0,18.0,-12.0
Monday,13,dine-in,teen,F,0,0,7,7,-0.2588190451025208,-0.9659258262890683,14,14.1,0,0,1,0,15.0,-1.0
Monday,11,dine-in,40s,F,0,0,8,8,0.258819045102521,-0.9659258262890682,11,12.9,1,0,0,0,7.0,4.0
Monday,14,dine-in,20s,M,0,0,6,6,-0.4999999999999997,-0.8660254037844388,19,12.8,0,0,0,0,7.0,12.0
Monday,10,dine-in,60+,F,0,0,8,8,0.49999999999999994,-0.8660254037844387,8,13.2,2,0,0,0,12.0,-4.0
Monday,10,dine-in,20s,M,0,0,8,8,0.49999999999999994,-0.8660254037844387,18,13.8,0,0,0,0,13.0,5.0
Monday,10,dine-in,50s,M,0,0,8,8,0.49999999999999994,-0.8660254037844387,8,13.9,1,0,0,0,10.0,-2.0
Monday,14,dine-in,20s,F,0,0,6,6,-0.4999999999999997,-0.8660254037844388,7,12.3,4,0,0,0,17.0,-10.0
Monday,17,dine-in,20s,F,0,0,5,5,-0.9659258262890683,-0.25881904510252063,5,10.3,2,0,0,1,5.0,0.0
Monday,10,dine-in,40s,F,0,0,8,8,0.49999999999999994,-0.8660254037844387,10,13.8,0,0,0,0,15.0,-5.0
Monday,11,dine-in,20s,M,0,0,8,8,0.258819045102521,-0.9659258262890682,14,13.2,1,0,0,0,20.0,-6.0
Monday,10,dine-in,20s,F,0,0,8,8,0.49999999999999994,-0.8660254037844387,20,13.0,0,0,0,0,6.0,14.0
Monday,17,dine-in,teen,F,0,0,5,5,-0.9659258262890683,-0.25881904510252063,9,10.4,1,0,0,1,5.0,4.0
Monday,15,dine-in,20s,F,0,0,4,4,-0.7071067811865471,-0.7071067811865479,10,12.4,2,0,0,0,16.0,-6.0
Monday,11,dine-in,20s,M,0,0,8,8,0.258819045102521,-0.9659258262890682,15,12.7,1,0,0,0,13.0,2.0
Monday,18,dine-in,60+,M,0,0,3,3,-1.0,-1.8369701987210297e-16,10,10.4,1,0,0,1,9.0,1.0
Monday,13,dine-in,20s,M,0,0,7,7,-0.2588190451025208,-0.9659258262890683,9,13.7,0,0,1,0,14.0,-5.0
Monday,14,dine-in,20s,F,0,0,6,6,-0.4999999999999997,-0.8660254037844388,16,12.4,1,0,0,0,7.0,9.0
Monday,18,dine-in,30s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,15,9.7,0,0,0,1,6.0,9.0
Monday,11,dine-in,60+,M,0,0,8,8,0.258819045102521,-0.9659258262890682,19,13.8,1,0,0,0,15.0,4.0
Monday,11,dine-in,60+,M,0,0,8,8,0.258819045102521,-0.9659258262890682,13,12.3,0,0,0,0,20.0,-7.0
Monday,9,dine-in,30s,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,15,13.4,1,1,0,0,20.0,-5.0
Monday,16,dine-in,60+,M,0,0,4,4,-0.8660254037844385,-0.5000000000000004,11,12.1,0,0,0,0,10.0,1.0
Monday,15,dine-in,20s,F,0,0,4,4,-0.7071067811865471,-0.7071067811865479,16,13.2,2,0,0,0,16.0,0.0
Monday,15,dine-in,20s,F,0,0,4,4,-0.7071067811865471,-0.7071067811865479,8,12.6,0,0,0,0,10.0,-2.0
Monday,14,dine-in,40s,F,0,0,6,6,-0.4999999999999997,-0.8660254037844388,19,13.3,3,0,0,0,7.0,12.0
Monday,10,dine-in,40s,F,0,0,8,8,0.49999999999999994,-0.8660254037844387,6,12.9,2,0,0,0,8.0,-2.0
Monday,13,dine-in,60+,M,0,0,7,7,-0.2588190451025208,-0.9659258262890683,18,13.5,2,0,1,0,9.0,9.0
Monday,13,dine-in,20s,M,0,0,7,7,-0.2588190451025208,-0.9659258262890683,8,12.9,0,0,1,0,18.0,-10.0
Monday,11,dine-in,30s,F,0,0,8,8,0.258819045102521,-0.9659258262890682,13,12.4,0,0,0,0,11.0,2.0
Monday,11,dine-in,30s,M,0,0,8,8,0.258819045102521,-0.9659258262890682,20,12.8,0,0,0,0,13.0,7.0
Monday,18,dine-in,40s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,6,9.9,0,0,0,1,10.0,-4.0
Monday,19,dine-in,20s,F,0,0,1,1,-0.9659258262890684,0.2588190451025203,7,8.4,0,0,0,1,15.0,-8.0
Tuesday,11,dine-in,30s,F,0,0,3,3,0.258819045102521,-0.9659258262890682,20,12.3,1,0,0,0,18.0,2.0
Tuesday,15,dine-in,teen,F,0,0,3,3,-0.7071067811865471,-0.7071067811865479,15,10.7,1,0,0,0,10.0,5.0
Tuesday,10,dine-in,30s,M,0,0,2,2,0.49999999999999994,-0.8660254037844387,5,9.8,0,0,0,0,8.0,-3.0
Tuesday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,5,13.2,0,0,0,0,12.0,-7.0
Tuesday,20,dine-in,20s,M,0,0,3,3,-0.8660254037844386,0.5000000000000001,20,11.7,0,0,0,0,10.0,10.0
Tuesday,10,dine-in,60+,F,0,0,2,2,0.49999999999999994,-0.8660254037844387,8,9.8,0,0,0,0,19.0,-11.0
Tuesday,20,dine-in,30s,M,0,0,3,3,-0.8660254037844386,0.5000000000000001,10,11.0,0,0,0,0,19.0,-9.0
Tuesday,17,dine-in,30s,F,0,0,1,1,-0.9659258262890683,-0.25881904510252063,6,9.8,0,0,0,1,15.0,-9.0
Tuesday,15,dine-in,20s,F,0,0,3,3,-0.7071067811865471,-0.7071067811865479,10,11.1,1,0,0,0,11.0,-1.0
Tuesday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,8,11.2,1,0,0,0,13.0,-5.0
Tuesday,12,dine-in,30s,F,0,0,5,5,1.2246467991473532e-16,-1.0,14,12.5,0,0,1,0,8.0,6.0
Tuesday,14,dine-in,teen,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,5,11.2,0,0,0,0,13.0,-8.0
Tuesday,20,dine-in,30s,F,0,0,3,3,-0.8660254037844386,0.5000000000000001,19,10.5,0,0,0,0,6.0,13.0
Tuesday,12,dine-in,30s,M,0,0,5,5,1.2246467991473532e-16,-1.0,8,12.2,0,0,1,0,13.0,-5.0
Tuesday,9,dine-in,50s,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,11,8.2,0,1,0,0,7.0,4.0
Tuesday,12,dine-in,30s,M,0,0,5,5,1.2246467991473532e-16,-1.0,8,12.5,1,0,1,0,14.0,-6.0
Tuesday,12,dine-in,50s,M,0,0,5,5,1.2246467991473532e-16,-1.0,13,12.1,0,0,1,0,20.0,-7.0
Tuesday,15,dine-in,20s,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,11,10.9,1,0,0,0,8.0,3.0
Tuesday,9,dine-in,60+,F,0,0,3,3,0.7071067811865476,-0.7071067811865475,8,8.3,0,1,0,0,11.0,-3.0
Tuesday,9,dine-in,60+,F,0,0,3,3,0.7071067811865476,-0.7071067811865475,19,9.5,1,1,0,0,8.0,11.0
Tuesday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,13,12.7,1,0,0,0,5.0,8.0
Tuesday,11,dine-in,20s,M,0,0,3,3,0.258819045102521,-0.9659258262890682,12,10.1,1,0,0,0,5.0,7.0
Tuesday,11,dine-in,30s,F,0,0,3,3,0.258819045102521,-0.9659258262890682,18,10.9,1,0,0,0,12.0,6.0
Tuesday,14,dine-in,30s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,13,11.2,0,0,0,0,5.0,8.0
Tuesday,13,dine-in,30s,F,0,0,2,2,-0.2588190451025208,-0.9659258262890683,12,13.9,0,0,1,0,15.0,-3.0
Tuesday,13,dine-in,30s,F,0,0,2,2,-0.2588190451025208,-0.9659258262890683,15,13.2,0,0,1,0,19.0,-4.0
Tuesday,12,dine-in,20s,M,0,0,5,5,1.2246467991473532e-16,-1.0,19,12.5,1,0,1,0,8.0,11.0
Wednesday,13,dine-in,20s,F,0,0,5,5,-0.2588190451025208,-0.9659258262890683,7,10.6,1,0,1,0,18.0,-11.0
Wednesday,16,dine-in,20s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,13,11.9,1,0,0,0,18.0,-5.0
Wednesday,11,dine-in,teen,F,0,0,6,6,0.258819045102521,-0.9659258262890682,16,12.3,0,0,0,0,8.0,8.0
Wednesday,21,dine-in,30s,M,0,0,1,1,-0.7071067811865477,0.7071067811865474,6,11.8,0,0,0,0,12.0,-6.0
Wednesday,17,dine-in,50s,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,16,11.8,0,0,0,1,5.0,11.0
Wednesday,17,dine-in,20s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,7,12.2,1,0,0,1,15.0,-8.0
Wednesday,11,dine-in,30s,F,0,0,6,6,0.258819045102521,-0.9659258262890682,8,11.7,0,0,0,0,9.0,-1.0
Wednesday,11,dine-in,20s,M,0,0,6,6,0.258819045102521,-0.9659258262890682,5,12.5,0,0,0,0,8.0,-3.0
Wednesday,13,dine-in,60+,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,11,12.3,0,0,1,0,12.0,-1.0
Wednesday,16,dine-in,60+,M,0,0,3,3,-0.8660254037844385,-0.5000000000000004,18,11.2,0,0,0,0,6.0,12.0
Wednesday,17,dine-in,30s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,17,12.9,2,0,0,1,7.0,10.0
Wednesday,19,dine-in,50s,F,0,0,1,1,-0.9659258262890684,0.2588190451025203,16,12.4,0,0,0,1,20.0,-4.0
Wednesday,15,dine-in,20s,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,18,11.8,0,0,0,0,10.0,8.0
Wednesday,20,dine-in,50s,M,0,0,2,2,-0.8660254037844386,0.5000000000000001,9,12.2,0,0,0,0,16.0,-7.0
Wednesday,10,dine-in,60+,F,0,0,2,2,0.49999999999999994,-0.8660254037844387,11,12.9,0,0,0,0,18.0,-7.0
Wednesday,17,dine-in,50s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,5,11.6,3,0,0,1,17.0,-12.0
Wednesday,14,dine-in,30s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,13,12.1,0,0,0,0,7.0,6.0
Wednesday,17,dine-in,20s,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,16,11.9,1,0,0,1,8.0,8.0
Wednesday,20,dine-in,teen,M,0,0,2,2,-0.8660254037844386,0.5000000000000001,12,11.9,1,0,0,0,9.0,3.0
Wednesday,11,dine-in,30s,M,0,0,6,6,0.258819045102521,-0.9659258262890682,8,13.5,0,0,0,0,19.0,-11.0
Wednesday,14,dine-in,30s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,12,12.9,1,0,0,0,5.0,7.0
Wednesday,13,dine-in,30s,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,12,12.1,0,0,1,0,16.0,-4.0
Wednesday,18,dine-in,20s,F,0,0,2,2,-1.0,-1.8369701987210297e-16,20,12.4,0,0,0,1,12.0,8.0
Wednesday,18,dine-in,30s,F,0,0,2,2,-1.0,-1.8369701987210297e-16,12,11.2,0,0,0,1,16.0,-4.0
Wednesday,16,dine-in,20s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,6,11.4,0,0,0,0,13.0,-7.0
Wednesday,11,dine-in,teen,M,0,0,6,6,0.258819045102521,-0.9659258262890682,9,12.8,0,0,0,0,5.0,4.0
Wednesday,13,dine-in,50s,F,0,0,5,5,-0.2588190451025208,-0.9659258262890683,18,11.8,1,0,1,0,15.0,3.0
Wednesday,13,dine-in,50s,M,0,0,5,5,-0.2588190451025208,-0.9659258262890683,16,11.4,0,0,1,0,7.0,9.0
Wednesday,17,dine-in,30s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,11,12.3,1,0,0,1,16.0,-5.0
Wednesday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,5,12.4,1,0,0,0,20.0,-15.0
Wednesday,11,dine-in,30s,F,0,0,6,6,0.258819045102521,-0.9659258262890682,19,13.7,0,0,0,0,11.0,8.0
Wednesday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,20,13.5,1,0,0,0,11.0,9.0
Wednesday,17,dine-in,30s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,15,12.5,1,0,0,1,11.0,4.0
Wednesday,14,dine-in,30s,M,0,0,5,5,-0.4999999999999997,-0.8660254037844388,7,12.3,0,0,0,0,12.0,-5.0
Wednesday,12,dine-in,40s,M,0,0,3,3,1.2246467991473532e-16,-1.0,13,11.4,1,0,1,0,7.0,6.0
Wednesday,12,dine-in,20s,F,0,0,3,3,1.2246467991473532e-16,-1.0,7,11.0,1,0,1,0,16.0,-9.0
Wednesday,17,dine-in,teen,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,5,10.8,2,0,0,1,5.0,0.0
Wednesday,10,dine-in,20s,M,0,0,2,2,0.49999999999999994,-0.8660254037844387,18,12.6,0,0,0,0,9.0,9.0
Wednesday,15,dine-in,20s,M,0,0,3,3,-0.7071067811865471,-0.7071067811865479,10,11.6,0,0,0,0,10.0,0.0
Wednesday,15,dine-in,30s,F,0,0,3,3,-0.7071067811865471,-0.7071067811865479,10,11.3,1,0,0,0,13.0,-3.0
Wednesday,9,dine-in,20s,F,0,0,1,1,0.7071067811865476,-0.7071067811865475,9,12.1,0,1,0,0,20.0,-11.0
Wednesday,17,dine-in,40s,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,8,11.5,0,0,0,1,18.0,-10.0
Wednesday,12,dine-in,40s,F,0,0,3,3,1.2246467991473532e-16,-1.0,15,11.1,0,0,1,0,13.0,2.0
Thursday,19,dine-in,50s,F,0,0,3,3,-0.9659258262890684,0.2588190451025203,18,13.5,0,0,0,1,16.0,2.0
Thursday,10,dine-in,30s,M,0,0,4,4,0.49999999999999994,-0.8660254037844387,10,10.8,0,0,0,0,13.0,-3.0
Thursday,14,dine-in,30s,M,0,0,1,1,-0.4999999999999997,-0.8660254037844388,12,10.6,0,0,0,0,5.0,7.0
Thursday,9,dine-in,50s,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,5,11.7,0,1,0,0,7.0,-2.0
Thursday,11,dine-in,teen,F,0,0,2,2,0.258819045102521,-0.9659258262890682,13,10.8,0,0,0,0,6.0,7.0
Thursday,20,dine-in,30s,F,0,0,1,1,-0.8660254037844386,0.5000000000000001,9,13.2,0,0,0,0,19.0,-10.0
Thursday,12,dine-in,30s,M,0,0,6,6,1.2246467991473532e-16,-1.0,15,9.8,0,0,1,0,6.0,9.0
Thursday,13,dine-in,40s,M,0,0,3,3,-0.2588190451025208,-0.9659258262890683,10,10.8,1,0,1,0,18.0,-8.0
Thursday,19,dine-in,20s,M,0,0,3,3,-0.9659258262890684,0.2588190451025203,16,12.7,0,0,0,1,7.0,9.0
Thursday,12,dine-in,50s,M,0,0,6,6,1.2246467991473532e-16,-1.0,16,10.1,1,0,1,0,5.0,11.0
Thursday,16,dine-in,20s,M,0,0,3,3,-0.8660254037844385,-0.5000000000000004,17,12.2,2,0,0,0,10.0,7.0
Thursday,10,dine-in,40s,F,0,0,4,4,0.49999999999999994,-0.8660254037844387,5,10.7,2,0,0,0,19.0,-14.0
Thursday,17,dine-in,teen,M,0,0,3,3,-0.9659258262890683,-0.25881904510252063,9,11.8,1,0,0,1,19.0,-10.0
Thursday,16,dine-in,50s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,10,11.0,0,0,0,0,13.0,-3.0
Thursday,18,dine-in,40s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,7,12.4,0,0,0,1,12.0,-5.0
Thursday,18,dine-in,40s,F,0,0,3,3,-1.0,-1.8369701987210297e-16,12,12.5,1,0,0,1,12.0,0.0
Thursday,13,dine-in,20s,M,0,0,3,3,-0.2588190451025208,-0.9659258262890683,18,10.3,0,0,1,0,13.0,5.0
Thursday,18,dine-in,30s,M,0,0,3,3,-1.0,-1.8369701987210297e-16,12,12.5,1,0,0,1,9.0,3.0
Thursday,12,dine-in,50s,M,0,0,6,6,1.2246467991473532e-16,-1.0,6,10.3,0,0,1,0,13.0,-7.0
Thursday,19,dine-in,teen,F,0,0,3,3,-0.9659258262890684,0.2588190451025203,19,13.7,0,0,0,1,18.0,1.0
Thursday,9,dine-in,30s,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,19,12.6,1,1,0,0,11.0,8.0
Thursday,17,dine-in,40s,M,0,0,3,3,-0.9659258262890683,-0.25881904510252063,19,11.9,0,0,0,1,11.0,8.0
Thursday,10,dine-in,20s,F,0,0,4,4,0.49999999999999994,-0.8660254037844387,13,11.8,1,0,0,0,5.0,8.0
Thursday,9,dine-in,20s,F,0,0,4,4,0.7071067811865476,-0.7071067811865475,7,12.8,1,1,0,0,19.0,-12.0
Thursday,13,dine-in,30s,M,0,0,3,3,-0.2588190451025208,-0.9659258262890683,5,10.7,1,0,1,0,10.0,-5.0
Thursday,12,dine-in,60+,M,0,0,6,6,1.2246467991473532e-16,-1.0,6,9.0,0,0,1,0,6.0,0.0
Thursday,12,dine-in,20s,M,0,0,6,6,1.2246467991473532e-16,-1.0,13,10.4,1,0,1,0,16.0,-3.0
Thursday,10,dine-in,30s,F,0,0,4,4,0.49999999999999994,-0.8660254037844387,19,11.1,1,0,0,0,10.0,9.0
Thursday,11,dine-in,40s,F,0,0,2,2,0.258819045102521,-0.9659258262890682,6,10.1,0,0,0,0,5.0,1.0
Thursday,17,dine-in,30s,M,0,0,3,3,-0.9659258262890683,-0.25881904510252063,11,11.8,0,0,0,1,14.0,-3.0
Thursday,9,dine-in,50s,M,0,0,4,4,0.7071067811865476,-0.7071067811865475,11,11.2,0,1,0,0,6.0,5.0
Thursday,15,dine-in,30s,M,0,0,2,2,-0.7071067811865471,-0.7071067811865479,13,11.5,0,0,0,0,8.0,5.0
Thursday,16,dine-in,20s,F,0,0,3,3,-0.8660254037844385,-0.5000000000000004,14,12.0,0,0,0,0,17.0,-3.0
Thursday,15,dine-in,30s,F,0,0,2,2,-0.7071067811865471,-0.7071067811865479,8,10.8,0,0,0,0,12.0,-4.0
Thursday,12,dine-in,30s,F,0,0,6,6,1.2246467991473532e-16,-1.0,5,9.8,0,0,1,0,15.0,-10.0
Friday,12,dine-in,50s,F,0,0,3,3,1.2246467991473532e-16,-1.0,10,12.9,0,0,1,0,9.0,1.0
Friday,17,dine-in,40s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,15,11.8,1,0,0,1,10.0,5.0
Friday,17,dine-in,20s,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,9,12.0,0,0,0,1,20.0,-11.0
Friday,16,dine-in,teen,F,0,0,8,8,-0.8660254037844385,-0.5000000000000004,6,12.0,0,0,0,0,18.0,-12.0
Friday,17,dine-in,teen,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,16,12.5,2,0,0,1,7.0,9.0
Friday,17,dine-in,30s,F,0,0,9,9,-0.9659258262890683,-0.25881904510252063,13,12.5,2,0,0,1,16.0,-3.0
Friday,11,dine-in,30s,M,0,0,4,4,0.258819045102521,-0.9659258262890682,5,13.9,1,0,0,0,5.0,0.0
Friday,17,dine-in,60+,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,20,12.4,0,0,0,1,10.0,10.0
Friday,17,dine-in,30s,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,10,11.8,0,0,0,1,14.0,-4.0
Friday,9,dine-in,60+,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,18,14.3,0,1,0,0,20.0,-2.0
Friday,17,dine-in,teen,M,0,0,9,9,-0.9659258262890683,-0.25881904510252063,7,11.9,1,0,0,1,9.0,-2.0
Friday,16,dine-in,40s,M,0,0,8,8,-0.8660254037844385,-0.5000000000000004,14,12.0,1,0,0,0,6.0,8.0
Friday,11,dine-in,60+,F,0,0,4,4,0.258819045102521,-0.9659258262890682,9,13.0,0,0,0,0,5.0,4.0
Friday,12,dine-in,30s,M,0,0,3,3,1.2246467991473532e-16,-1.0,19,13.8,1,0,1,0,13.0,6.0
Friday,14,dine-in,20s,F,0,0,5,5,-0.4999999999999997,-0.8660254037844388,11,11.7,0,0,0,0,11.0,0.0
Friday,16,dine-in,20s,F,0,0,8,8,-0.8660254037844385,-0.5000000000000004,10,12.0,2,0,0,0,8.0,2.0
Friday,10,dine-in,60+,F,0,0,6,6,0.49999999999999994,-0.8660254037844387,18,14.8,0,0,0,0,11.0,7.0
Friday,20,dine-in,30s,M,0,0,2,2,-0.8660254037844386,0.5000000000000001,7,11.0,0,0,0,0,6.0,1.0
Friday,10,dine-in,60+,F,0,0,6,6,0.49999999999999994,-0.8660254037844387,20,15.0,1,0,0,0,5.0,15.0
Friday,15,dine-in,40s,F,0,0,2,2,-0.7071067811865471,-0.7071067811865479,18,13.3,0,0,0,0,15.0,3.0
Friday,9,dine-in,60+,M,0,0,3,3,0.7071067811865476,-0.7071067811865475,20,13.4,1,1,0,0,12.0,8.0
