person_id,timestamp,event_type,zone,age_group,gender,duration,person_type
654,2025-04-19 13:13:00,exit,two_seat,30s,F,66,dine-in
655,2025-04-19 12:19:00,enter,four_seat,30s,M,NULL,dine-in
655,2025-04-19 12:19:00,wait,four_seat,30s,M,NULL,dine-in
656,2025-04-19 13:08:00,enter,four_seat,50s,M,NULL,dine-in
656,2025-04-19 13:17:00,stay,four_seat,50s,M,19,dine-in
656,2025-04-19 13:27:00,exit,four_seat,50s,M,19,dine-in
657,2025-04-19 16:41:00,enter,two_seat,40s,M,NULL,dine-in
657,2025-04-19 16:58:00,stay,two_seat,40s,M,34,dine-in
657,2025-04-19 17:15:00,exit,two_seat,40s,M,34,dine-in
658,2025-04-19 17:24:00,enter,four_seat,20s,M,NULL,dine-in
658,2025-04-19 17:36:00,stay,four_seat,20s,M,24,dine-in
658,2025-04-19 17:48:00,exit,four_seat,20s,M,24,dine-in
659,2025-04-19 17:13:00,enter,NULL,30s,M,6,takeout
659,2025-04-19 17:19:00,exit,NULL,30s,M,6,takeout
660,2025-04-19 13:06:00,enter,four_seat,50s,F,NULL,dine-in
660,2025-04-19 13:42:00,stay,four_seat,50s,F,73,dine-in
660,2025-04-19 14:19:00,exit,four_seat,50s,F,73,dine-in
661,2025-04-19 09:22:00,enter,four_seat,50s,F,NULL,dine-in
661,2025-04-19 09:22:00,wait,four_seat,50s,F,NULL,dine-in
662,2025-04-19 11:19:00,enter,NULL,50s,F,7,takeout
662,2025-04-19 11:26:00,exit,NULL,50s,F,7,takeout
663,2025-04-19 21:29:00,enter,NULL,20s,M,3,takeout
663,2025-04-19 21:32:00,exit,NULL,20s,M,3,takeout
664,2025-04-19 15:38:00,enter,four_seat,20s,F,NULL,dine-in
664,2025-04-19 16:35:00,stay,four_seat,20s,F,115,dine-in
664,2025-04-19 17:33:00,exit,four_seat,20s,F,115,dine-in
665,2025-04-19 18:31:00,enter,NULL,50s,F,8,takeout
665,2025-04-19 18:39:00,exit,NULL,50s,F,8,takeout
666,2025-04-19 11:19:00,enter,four_seat,30s,F,NULL,dine-in
666,2025-04-19 11:19:00,wait,four_seat,30s,F,NULL,dine-in
667,2025-04-19 10:46:00,enter,NULL,20s,M,3,takeout
667,2025-04-19 10:49:00,exit,NULL,20s,M,3,takeout
668,2025-04-19 15:38:00,enter,NULL,20s,M,5,takeout
668,2025-04-19 15:43:00,exit,NULL,20s,M,5,takeout
669,2025-04-19 17:43:00,enter,NULL,50s,F,8,takeout
669,2025-04-19 17:51:00,exit,NULL,50s,F,8,takeout
670,2025-04-19 21:51:00,enter,NULL,50s,M,2,takeout
670,2025-04-19 21:53:00,exit,NULL,50s,M,2,takeout
671,2025-04-19 14:02:00,enter,NULL,30s,M,4,takeout
671,2025-04-19 14:06:00,exit,NULL,30s,M,4,takeout
672,2025-04-19 17:36:00,enter,two_seat,teen,F,NULL,dine-in
672,2025-04-19 18:00:00,stay,two_seat,teen,F,48,dine-in
672,2025-04-19 18:24:00,exit,two_seat,teen,F,48,dine-in
673,2025-04-19 17:56:00,enter,four_seat,teen,F,NULL,dine-in
673,2025-04-19 17:56:00,wait,four_seat,teen,F,NULL,dine-in
674,2025-04-19 17:59:00,enter,four_seat,50s,F,NULL,dine-in
674,2025-04-19 17:59:00,wait,four_seat,50s,F,NULL,dine-in
675,2025-04-19 16:11:00,enter,NULL,20s,F,2,takeout
675,2025-04-19 16:13:00,exit,NULL,20s,F,2,takeout
676,2025-04-19 13:35:00,enter,four_seat,20s,F,NULL,dine-in
676,2025-04-19 13:35:00,wait,four_seat,20s,F,NULL,dine-in
677,2025-04-19 14:08:00,enter,NULL,teen,F,5,takeout
677,2025-04-19 14:13:00,exit,NULL,teen,F,5,takeout
678,2025-04-19 16:59:00,enter,NULL,30s,M,7,takeout
678,2025-04-19 17:06:00,exit,NULL,30s,M,7,takeout
679,2025-04-19 16:07:00,enter,NULL,40s,F,8,takeout
679,2025-04-19 16:15:00,exit,NULL,40s,F,8,takeout
680,2025-04-19 09:51:00,enter,two_seat,30s,F,NULL,dine-in
680,2025-04-19 09:51:00,wait,two_seat,30s,F,NULL,dine-in
681,2025-04-19 13:43:00,enter,two_seat,20s,F,NULL,dine-in
681,2025-04-19 13:43:00,wait,two_seat,20s,F,NULL,dine-in
682,2025-04-19 09:47:00,enter,four_seat,30s,F,NULL,dine-in
682,2025-04-19 09:47:00,wait,four_seat,30s,F,NULL,dine-in
683,2025-04-19 17:43:00,enter,four_seat,50s,M,NULL,dine-in
683,2025-04-19 17:43:00,wait,four_seat,50s,M,NULL,dine-in
684,2025-04-19 15:07:00,enter,two_seat,teen,M,NULL,dine-in
684,2025-04-19 15:37:00,stay,two_seat,teen,M,60,dine-in
684,2025-04-19 16:07:00,exit,two_seat,teen,M,60,dine-in
685,2025-04-19 17:41:00,enter,two_seat,teen,M,NULL,dine-in
685,2025-04-19 17:41:00,wait,two_seat,teen,M,NULL,dine-in
686,2025-04-19 16:03:00,enter,NULL,60+,M,7,takeout
686,2025-04-19 16:10:00,exit,NULL,60+,M,7,takeout
687,2025-04-19 17:54:00,enter,two_seat,20s,F,NULL,dine-in
687,2025-04-19 17:54:00,wait,two_seat,20s,F,NULL,dine-in
688,2025-04-19 15:17:00,enter,two_seat,30s,F,NULL,dine-in
688,2025-04-19 15:17:00,wait,two_seat,30s,F,NULL,dine-in
689,2025-04-19 13:34:00,enter,two_seat,30s,F,NULL,dine-in
689,2025-04-19 13:34:00,wait,two_seat,30s,F,NULL,dine-in
690,2025-04-19 12:54:00,enter,two_seat,50s,M,NULL,dine-in
690,2025-04-19 12:54:00,wait,two_seat,50s,M,NULL,dine-in
691,2025-04-19 14:59:00,enter,four_seat,30s,F,NULL,dine-in
691,2025-04-19 14:59:00,wait,four_seat,30s,F,NULL,dine-in
692,2025-04-19 11:30:00,enter,four_seat,40s,F,NULL,dine-in
692,2025-04-19 11:30:00,wait,four_seat,40s,F,NULL,dine-in
693,2025-04-19 19:51:00,enter,four_seat,20s,M,NULL,dine-in
693,2025-04-19 20:25:00,stay,four_seat,20s,M,68,dine-in
693,2025-04-19 20:59:00,exit,four_seat,20s,M,68,dine-in
694,2025-04-19 09:27:00,enter,two_seat,50s,M,NULL,dine-in
694,2025-04-19 09:27:00,wait,two_seat,50s,M,NULL,dine-in
695,2025-04-19 20:39:00,enter,four_seat,20s,M,NULL,dine-in
695,2025-04-19 21:04:00,stay,four_seat,20s,M,50,dine-in
695,2025-04-19 21:29:00,exit,four_seat,20s,M,50,dine-in
696,2025-04-19 12:29:00,enter,NULL,30s,F,3,takeout
696,2025-04-19 12:32:00,exit,NULL,30s,F,3,takeout
697,2025-04-19 13:48:00,enter,two_seat,30s,M,NULL,dine-in
697,2025-04-19 14:07:00,stay,two_seat,30s,M,38,dine-in
697,2025-04-19 14:26:00,exit,two_seat,30s,M,38,dine-in
698,2025-04-19 12:49:00,enter,NULL,50s,F,7,takeout
698,2025-04-19 12:56:00,exit,NULL,50s,F,7,takeout
699,2025-04-19 15:24:00,enter,NULL,20s,F,5,takeout
699,2025-04-19 15:29:00,exit,NULL,20s,F,5,takeout
700,2025-04-19 18:57:00,enter,four_seat,20s,F,NULL,dine-in
700,2025-04-19 18:57:00,wait,four_seat,20s,F,NULL,dine-in
701,2025-04-19 16:26:00,enter,two_seat,30s,M,NULL,dine-in
701,2025-04-19 16:26:00,wait,two_seat,30s,M,NULL,dine-in
702,2025-04-19 17:04:00,enter,two_seat,50s,M,NULL,dine-in
702,2025-04-19 17:13:00,stay,two_seat,50s,M,18,dine-in
702,2025-04-19 17:22:00,exit,two_seat,50s,M,18,dine-in
703,2025-04-19 16:09:00,enter,NULL,60+,F,3,takeout
703,2025-04-19 16:12:00,exit,NULL,60+,F,3,takeout
704,2025-04-19 19:29:00,enter,four_seat,30s,M,NULL,dine-in
704,2025-04-19 19:29:00,wait,four_seat,30s,M,NULL,dine-in
705,2025-04-19 15:47:00,enter,two_seat,60+,M,NULL,dine-in
705,2025-04-19 15:47:00,wait,two_seat,60+,M,NULL,dine-in
706,2025-04-19 13:49:00,enter,NULL,60+,M,5,takeout
706,2025-04-19 13:54:00,exit,NULL,60+,M,5,takeout
707,2025-04-19 20:18:00,enter,four_seat,30s,F,NULL,dine-in
707,2025-04-19 20:50:00,stay,four_seat,30s,F,65,dine-in
707,2025-04-19 21:23:00,exit,four_seat,30s,F,65,dine-in
708,2025-04-19 21:05:00,enter,two_seat,20s,F,NULL,dine-in
708,2025-04-19 21:35:00,stay,two_seat,20s,F,60,dine-in
708,2025-04-19 22:05:00,exit,two_seat,20s,F,60,dine-in
709,2025-04-19 13:01:00,enter,four_seat,50s,F,NULL,dine-in
709,2025-04-19 13:21:00,stay,four_seat,50s,F,41,dine-in
709,2025-04-19 13:42:00,exit,four_seat,50s,F,41,dine-in
710,2025-04-19 14:17:00,enter,two_seat,20s,M,NULL,dine-in
710,2025-04-19 15:11:00,stay,two_seat,20s,M,108,dine-in
710,2025-04-19 16:05:00,exit,two_seat,20s,M,108,dine-in
711,2025-04-19 16:36:00,enter,four_seat,20s,M,NULL,dine-in
711,2025-04-19 16:36:00,wait,four_seat,20s,M,NULL,dine-in
712,2025-04-19 10:38:00,enter,two_seat,30s,F,NULL,dine-in
712,2025-04-19 10:55:00,stay,two_seat,30s,F,34,dine-in
712,2025-04-19 11:12:00,exit,two_seat,30s,F,34,dine-in
713,2025-04-19 19:02:00,enter,two_seat,20s,F,NULL,dine-in
713,2025-04-19 19:02:00,wait,two_seat,20s,F,NULL,dine-in
714,2025-04-19 09:50:00,enter,NULL,teen,M,7,takeout
714,2025-04-19 09:57:00,exit,NULL,teen,M,7,takeout
715,2025-04-19 15:28:00,enter,four_seat,50s,M,NULL,dine-in
715,2025-04-19 15:28:00,wait,four_seat,50s,M,NULL,dine-in
716,2025-04-19 12:46:00,enter,two_seat,30s,M,NULL,dine-in
716,2025-04-19 13:09:00,stay,two_seat,30s,M,46,dine-in
716,2025-04-19 13:32:00,exit,two_seat,30s,M,46,dine-in
717,2025-04-19 15:28:00,enter,NULL,60+,F,6,takeout
717,2025-04-19 15:34:00,exit,NULL,60+,F,6,takeout
718,2025-04-19 13:33:00,enter,four_seat,30s,M,NULL,dine-in
718,2025-04-19 13:33:00,wait,four_seat,30s,M,NULL,dine-in
719,2025-04-19 15:20:00,enter,two_seat,20s,M,NULL,dine-in
719,2025-04-19 15:59:00,stay,two_seat,20s,M,79,dine-in
719,2025-04-19 16:39:00,exit,two_seat,20s,M,79,dine-in
720,2025-04-19 21:21:00,enter,two_seat,30s,F,NULL,dine-in
720,2025-04-19 22:12:00,stay,two_seat,30s,F,103,dine-in
720,2025-04-19 23:04:00,exit,two_seat,30s,F,103,dine-in
721,2025-04-19 16:23:00,enter,NULL,30s,F,4,takeout
721,2025-04-19 16:27:00,exit,NULL,30s,F,4,takeout
722,2025-04-19 16:40:00,enter,NULL,teen,M,5,takeout
722,2025-04-19 16:45:00,exit,NULL,teen,M,5,takeout
723,2025-04-20 11:50:00,enter,four_seat,30s,M,NULL,dine-in
723,2025-04-20 12:14:00,stay,four_seat,30s,M,49,dine-in
723,2025-04-20 12:39:00,exit,four_seat,30s,M,49,dine-in
724,2025-04-20 09:55:00,enter,two_seat,30s,M,NULL,dine-in
724,2025-04-20 10:53:00,stay,two_seat,30s,M,117,dine-in
724,2025-04-20 11:52:00,exit,two_seat,30s,M,117,dine-in
725,2025-04-20 10:15:00,enter,NULL,50s,F,3,takeout
725,2025-04-20 10:18:00,exit,NULL,50s,F,3,takeout
726,2025-04-20 15:44:00,enter,NULL,30s,F,2,takeout
726,2025-04-20 15:46:00,exit,NULL,30s,F,2,takeout
727,2025-04-20 11:26:00,enter,two_seat,30s,M,NULL,dine-in
727,2025-04-20 11:26:00,wait,two_seat,30s,M,NULL,dine-in
728,2025-04-20 21:59:00,enter,NULL,30s,M,3,takeout
728,2025-04-20 22:02:00,exit,NULL,30s,M,3,takeout
729,2025-04-20 12:52:00,enter,four_seat,20s,F,NULL,dine-in
729,2025-04-20 13:04:00,stay,four_seat,20s,F,24,dine-in
729,2025-04-20 13:16:00,exit,four_seat,20s,F,24,dine-in
730,2025-04-20 17:25:00,enter,four_seat,20s,M,NULL,dine-in
730,2025-04-20 17:34:00,stay,four_seat,20s,M,19,dine-in
730,2025-04-20 17:44:00,exit,four_seat,20s,M,19,dine-in
731,2025-04-20 19:15:00,enter,NULL,30s,F,6,takeout
731,2025-04-20 19:21:00,exit,NULL,30s,F,6,takeout
732,2025-04-20 11:18:00,enter,four_seat,50s,M,NULL,dine-in
732,2025-04-20 11:50:00,stay,four_seat,50s,M,65,dine-in
732,2025-04-20 12:23:00,exit,four_seat,50s,M,65,dine-in
733,2025-04-20 09:57:00,enter,NULL,20s,F,6,takeout
733,2025-04-20 10:03:00,exit,NULL,20s,F,6,takeout
734,2025-04-20 09:11:00,enter,two_seat,50s,M,NULL,dine-in
734,2025-04-20 09:11:00,wait,two_seat,50s,M,NULL,dine-in
735,2025-04-20 18:26:00,enter,NULL,20s,F,5,takeout
735,2025-04-20 18:31:00,exit,NULL,20s,F,5,takeout
736,2025-04-20 10:10:00,enter,four_seat,60+,M,NULL,dine-in
736,2025-04-20 10:41:00,stay,four_seat,60+,M,63,dine-in
736,2025-04-20 11:13:00,exit,four_seat,60+,M,63,dine-in
737,2025-04-20 12:09:00,enter,NULL,40s,M,2,takeout
737,2025-04-20 12:11:00,exit,NULL,40s,M,2,takeout
738,2025-04-20 17:03:00,enter,NULL,40s,M,6,takeout
738,2025-04-20 17:09:00,exit,NULL,40s,M,6,takeout
739,2025-04-20 18:29:00,enter,NULL,20s,F,2,takeout
739,2025-04-20 18:31:00,exit,NULL,20s,F,2,takeout
740,2025-04-20 17:36:00,enter,four_seat,50s,F,NULL,dine-in
740,2025-04-20 18:30:00,stay,four_seat,50s,F,108,dine-in
740,2025-04-20 19:24:00,exit,four_seat,50s,F,108,dine-in
741,2025-04-20 13:33:00,enter,NULL,30s,F,2,takeout
741,2025-04-20 13:35:00,exit,NULL,30s,F,2,takeout
742,2025-04-20 14:57:00,enter,two_seat,teen,F,NULL,dine-in
742,2025-04-20 15:38:00,stay,two_seat,teen,F,83,dine-in
742,2025-04-20 16:20:00,exit,two_seat,teen,F,83,dine-in
743,2025-04-20 17:29:00,enter,four_seat,20s,M,NULL,dine-in
743,2025-04-20 18:18:00,stay,four_seat,20s,M,98,dine-in
743,2025-04-20 19:07:00,exit,four_seat,20s,M,98,dine-in
744,2025-04-20 10:21:00,enter,two_seat,60+,M,NULL,dine-in
744,2025-04-20 10:21:00,wait,two_seat,60+,M,NULL,dine-in
745,2025-04-20 14:04:00,enter,two_seat,20s,M,NULL,dine-in
745,2025-04-20 14:04:00,wait,two_seat,20s,M,NULL,dine-in
746,2025-04-20 15:45:00,enter,NULL,teen,F,8,takeout
746,2025-04-20 15:53:00,exit,NULL,teen,F,8,takeout
747,2025-04-20 10:29:00,enter,four_seat,50s,M,NULL,dine-in
747,2025-04-20 10:52:00,stay,four_seat,50s,M,47,dine-in
747,2025-04-20 11:16:00,exit,four_seat,50s,M,47,dine-in
748,2025-04-20 10:02:00,enter,four_seat,40s,M,NULL,dine-in
748,2025-04-20 10:49:00,stay,four_seat,40s,M,95,dine-in
748,2025-04-20 11:37:00,exit,four_seat,40s,M,95,dine-in
749,2025-04-20 14:44:00,enter,two_seat,20s,M,NULL,dine-in
749,2025-04-20 14:55:00,stay,two_seat,20s,M,23,dine-in
749,2025-04-20 15:07:00,exit,two_seat,20s,M,23,dine-in
750,2025-04-20 16:20:00,enter,two_seat,40s,F,NULL,dine-in
750,2025-04-20 16:49:00,stay,two_seat,40s,F,58,dine-in
750,2025-04-20 17:18:00,exit,two_seat,40s,F,58,dine-in
751,2025-04-20 14:32:00,enter,four_seat,30s,F,NULL,dine-in
751,2025-04-20 14:48:00,stay,four_seat,30s,F,32,dine-in
751,2025-04-20 15:04:00,exit,four_seat,30s,F,32,dine-in
752,2025-04-20 11:52:00,enter,two_seat,20s,M,NULL,dine-in
752,2025-04-20 12:04:00,stay,two_seat,20s,M,24,dine-in
752,2025-04-20 12:16:00,exit,two_seat,20s,M,24,dine-in
753,2025-04-20 17:37:00,enter,two_seat,20s,M,NULL,dine-in
753,2025-04-20 18:37:00,stay,two_seat,20s,M,120,dine-in
753,2025-04-20 19:37:00,exit,two_seat,20s,M,120,dine-in
754,2025-04-20 15:34:00,enter,two_seat,20s,M,NULL,dine-in
754,2025-04-20 15:54:00,stay,two_seat,20s,M,41,dine-in
754,2025-04-20 16:15:00,exit,two_seat,20s,M,41,dine-in
755,2025-04-20 11:50:00,enter,NULL,20s,F,6,takeout
755,2025-04-20 11:56:00,exit,NULL,20s,F,6,takeout
756,2025-04-20 16:27:00,enter,four_seat,teen,M,NULL,dine-in
756,2025-04-20 17:08:00,stay,four_seat,teen,M,83,dine-in
756,2025-04-20 17:50:00,exit,four_seat,teen,M,83,dine-in
757,2025-04-20 12:23:00,enter,NULL,50s,F,4,takeout
757,2025-04-20 12:27:00,exit,NULL,50s,F,4,takeout
758,2025-04-20 09:07:00,enter,two_seat,30s,F,NULL,dine-in
758,2025-04-20 09:44:00,stay,two_seat,30s,F,75,dine-in
758,2025-04-20 10:22:00,exit,two_seat,30s,F,75,dine-in
759,2025-04-20 09:05:00,enter,two_seat,60+,M,NULL,dine-in
759,2025-04-20 09:12:00,stay,two_seat,60+,M,15,dine-in
759,2025-04-20 09:20:00,exit,two_seat,60+,M,15,dine-in
760,2025-04-20 14:23:00,enter,two_seat,teen,M,NULL,dine-in
760,2025-04-20 14:58:00,stay,two_seat,teen,M,70,dine-in
760,2025-04-20 15:33:00,exit,two_seat,teen,M,70,dine-in
761,2025-04-20 12:00:00,enter,four_seat,40s,M,NULL,dine-in
761,2025-04-20 12:11:00,stay,four_seat,40s,M,23,dine-in
761,2025-04-20 12:23:00,exit,four_seat,40s,M,23,dine-in
762,2025-04-20 18:46:00,enter,NULL,30s,F,6,takeout
762,2025-04-20 18:52:00,exit,NULL,30s,F,6,takeout
763,2025-04-20 13:56:00,enter,two_seat,60+,M,NULL,dine-in
763,2025-04-20 13:56:00,wait,two_seat,60+,M,NULL,dine-in
764,2025-04-20 17:42:00,enter,two_seat,20s,F,NULL,dine-in
764,2025-04-20 18:31:00,stay,two_seat,20s,F,99,dine-in
764,2025-04-20 19:21:00,exit,two_seat,20s,F,99,dine-in
765,2025-04-20 17:38:00,enter,four_seat,60+,F,NULL,dine-in
765,2025-04-20 17:38:00,wait,four_seat,60+,F,NULL,dine-in
766,2025-04-20 13:30:00,enter,four_seat,teen,M,NULL,dine-in
766,2025-04-20 13:45:00,stay,four_seat,teen,M,30,dine-in
766,2025-04-20 14:00:00,exit,four_seat,teen,M,30,dine-in
767,2025-04-20 14:19:00,enter,two_seat,teen,F,NULL,dine-in
767,2025-04-20 14:43:00,stay,two_seat,teen,F,49,dine-in
767,2025-04-20 15:08:00,exit,two_seat,teen,F,49,dine-in
768,2025-04-20 18:00:00,enter,two_seat,30s,M,NULL,dine-in
768,2025-04-20 18:59:00,stay,two_seat,30s,M,119,dine-in
768,2025-04-20 19:59:00,exit,two_seat,30s,M,119,dine-in
769,2025-04-20 11:29:00,enter,four_seat,20s,F,NULL,dine-in
769,2025-04-20 12:24:00,stay,four_seat,20s,F,110,dine-in
769,2025-04-20 13:19:00,exit,four_seat,20s,F,110,dine-in
770,2025-04-20 12:48:00,enter,two_seat,60+,M,NULL,dine-in
770,2025-04-20 13:10:00,stay,two_seat,60+,M,44,dine-in
770,2025-04-20 13:32:00,exit,two_seat,60+,M,44,dine-in
771,2025-04-20 13:32:00,enter,four_seat,20s,M,NULL,dine-in
771,2025-04-20 14:05:00,stay,four_seat,20s,M,67,dine-in
771,2025-04-20 14:39:00,exit,four_seat,20s,M,67,dine-in
772,2025-04-20 09:31:00,enter,two_seat,40s,M,NULL,dine-in
772,2025-04-20 09:31:00,wait,two_seat,40s,M,NULL,dine-in
773,2025-04-20 14:51:00,enter,two_seat,40s,M,NULL,dine-in
773,2025-04-20 14:51:00,wait,two_seat,40s,M,NULL,dine-in
774,2025-04-20 17:50:00,enter,two_seat,20s,F,NULL,dine-in
774,2025-04-20 18:03:00,stay,two_seat,20s,F,27,dine-in
774,2025-04-20 18:17:00,exit,two_seat,20s,F,27,dine-in
775,2025-04-20 17:38:00,enter,two_seat,20s,M,NULL,dine-in
775,2025-04-20 18:25:00,stay,two_seat,20s,M,94,dine-in
775,2025-04-20 19:12:00,exit,two_seat,20s,M,94,dine-in
776,2025-04-20 14:16:00,enter,four_seat,30s,F,NULL,dine-in
776,2025-04-20 15:11:00,stay,four_seat,30s,F,110,dine-in
776,2025-04-20 16:06:00,exit,four_seat,30s,F,110,dine-in
777,2025-04-20 16:21:00,enter,two_seat,30s,M,NULL,dine-in
777,2025-04-20 16:21:00,wait,two_seat,30s,M,NULL,dine-in
778,2025-04-20 17:02:00,enter,two_seat,30s,F,NULL,dine-in
778,2025-04-20 17:29:00,stay,two_seat,30s,F,55,dine-in
778,2025-04-20 17:57:00,exit,two_seat,30s,F,55,dine-in
779,2025-04-20 13:50:00,enter,two_seat,30s,F,NULL,dine-in
779,2025-04-20 13:50:00,wait,two_seat,30s,F,NULL,dine-in
780,2025-04-20 14:29:00,enter,NULL,teen,F,4,takeout
780,2025-04-20 14:33:00,exit,NULL,teen,F,4,takeout
781,2025-04-20 09:29:00,enter,four_seat,20s,F,NULL,dine-in
781,2025-04-20 10:01:00,stay,four_seat,20s,F,65,dine-in
781,2025-04-20 10:34:00,exit,four_seat,20s,F,65,dine-in
782,2025-04-20 16:57:00,enter,four_seat,20s,M,NULL,dine-in
782,2025-04-20 16:57:00,wait,four_seat,20s,M,NULL,dine-in
783,2025-04-20 17:41:00,enter,two_seat,50s,F,NULL,dine-in
783,2025-04-20 17:41:00,wait,two_seat,50s,F,NULL,dine-in
784,2025-04-20 10:32:00,enter,four_seat,30s,M,NULL,dine-in
784,2025-04-20 10:32:00,wait,four_seat,30s,M,NULL,dine-in
785,2025-04-20 15:42:00,enter,two_seat,60+,M,NULL,dine-in
785,2025-04-20 16:11:00,stay,two_seat,60+,M,59,dine-in
785,2025-04-20 16:41:00,exit,two_seat,60+,M,59,dine-in
786,2025-04-20 12:54:00,enter,four_seat,50s,F,NULL,dine-in
786,2025-04-20 13:15:00,stay,four_seat,50s,F,43,dine-in
786,2025-04-20 13:37:00,exit,four_seat,50s,F,43,dine-in
787,2025-04-20 19:05:00,enter,NULL,30s,M,3,takeout
787,2025-04-20 19:08:00,exit,NULL,30s,M,3,takeout
788,2025-04-20 11:34:00,enter,NULL,30s,F,6,takeout
788,2025-04-20 11:40:00,exit,NULL,30s,F,6,takeout
789,2025-04-20 18:01:00,enter,NULL,30s,M,5,takeout
789,2025-04-20 18:06:00,exit,NULL,30s,M,5,takeout
790,2025-04-20 19:47:00,enter,two_seat,30s,M,NULL,dine-in
790,2025-04-20 20:03:00,stay,two_seat,30s,M,33,dine-in
790,2025-04-20 20:20:00,exit,two_seat,30s,M,33,dine-in
791,2025-04-20 17:07:00,enter,four_seat,40s,F,NULL,dine-in
791,2025-04-20 17:07:00,wait,four_seat,40s,F,NULL,dine-in
792,2025-04-20 19:06:00,enter,two_seat,teen,F,NULL,dine-in
792,2025-04-20 19:59:00,stay,two_seat,teen,F,106,dine-in
792,2025-04-20 20:52:00,exit,two_seat,teen,F,106,dine-in
793,2025-04-20 10:58:00,enter,NULL,50s,F,2,takeout
793,2025-04-20 11:00:00,exit,NULL,50s,F,2,takeout
794,2025-04-20 14:07:00,enter,two_seat,20s,M,NULL,dine-in
794,2025-04-20 14:21:00,stay,two_seat,20s,M,29,dine-in
794,2025-04-20 14:36:00,exit,two_seat,20s,M,29,dine-in
795,2025-04-20 18:50:00,enter,four_seat,20s,F,NULL,dine-in
795,2025-04-20 19:46:00,stay,four_seat,20s,F,112,dine-in
795,2025-04-20 20:42:00,exit,four_seat,20s,F,112,dine-in
796,2025-04-20 13:39:00,enter,four_seat,20s,M,NULL,dine-in
796,2025-04-20 14:28:00,stay,four_seat,20s,M,98,dine-in
796,2025-04-20 15:17:00,exit,four_seat,20s,M,98,dine-in
797,2025-04-20 10:16:00,enter,two_seat,50s,M,NULL,dine-in
797,2025-04-20 10:33:00,stay,two_seat,50s,M,34,dine-in
797,2025-04-20 10:50:00,exit,two_seat,50s,M,34,dine-in
798,2025-04-20 16:28:00,enter,two_seat,20s,M,NULL,dine-in
798,2025-04-20 16:28:00,wait,two_seat,20s,M,NULL,dine-in
799,2025-04-20 15:40:00,enter,two_seat,60+,F,NULL,dine-in
799,2025-04-20 15:40:00,wait,two_seat,60+,F,NULL,dine-in
800,2025-04-20 09:27:00,enter,NULL,50s,F,6,takeout
800,2025-04-20 09:33:00,exit,NULL,50s,F,6,takeout
801,2025-04-20 12:41:00,enter,four_seat,50s,F,NULL,dine-in
801,2025-04-20 12:41:00,wait,four_seat,50s,F,NULL,dine-in
802,2025-04-20 13:36:00,enter,NULL,30s,F,8,takeout
802,2025-04-20 13:44:00,exit,NULL,30s,F,8,takeout
803,2025-04-20 20:25:00,enter,four_seat,40s,M,NULL,dine-in
803,2025-04-20 20:43:00,stay,four_seat,40s,M,37,dine-in
803,2025-04-20 21:02:00,exit,four_seat,40s,M,37,dine-in
804,2025-04-20 18:14:00,enter,four_seat,20s,F,NULL,dine-in
804,2025-04-20 19:10:00,stay,four_seat,20s,F,112,dine-in
804,2025-04-20 20:06:00,exit,four_seat,20s,F,112,dine-in
805,2025-04-20 19:39:00,enter,four_seat,30s,M,NULL,dine-in
805,2025-04-20 19:54:00,stay,four_seat,30s,M,31,dine-in
805,2025-04-20 20:10:00,exit,four_seat,30s,M,31,dine-in
806,2025-04-20 11:18:00,enter,four_seat,20s,M,NULL,dine-in
806,2025-04-20 11:26:00,stay,four_seat,20s,M,17,dine-in
806,2025-04-20 11:35:00,exit,four_seat,20s,M,17,dine-in
807,2025-04-20 15:26:00,enter,NULL,30s,F,8,takeout
807,2025-04-20 15:34:00,exit,NULL,30s,F,8,takeout
808,2025-04-20 14:06:00,enter,two_seat,20s,F,NULL,dine-in
808,2025-04-20 15:06:00,stay,two_seat,20s,F,120,dine-in
808,2025-04-20 16:06:00,exit,two_seat,20s,F,120,dine-in
809,2025-04-20 13:55:00,enter,two_seat,30s,M,NULL,dine-in
809,2025-04-20 13:55:00,wait,two_seat,30s,M,NULL,dine-in
810,2025-04-20 13:24:00,enter,four_seat,teen,F,NULL,dine-in
810,2025-04-20 13:24:00,wait,four_seat,teen,F,NULL,dine-in
811,2025-04-20 11:43:00,enter,two_seat,40s,F,NULL,dine-in
811,2025-04-20 11:43:00,wait,two_seat,40s,F,NULL,dine-in
812,2025-04-20 13:38:00,enter,NULL,30s,M,6,takeout
812,2025-04-20 13:44:00,exit,NULL,30s,M,6,takeout
813,2025-04-20 14:38:00,enter,four_seat,20s,M,NULL,dine-in
813,2025-04-20 14:38:00,wait,four_seat,20s,M,NULL,dine-in
814,2025-04-20 10:51:00,enter,two_seat,60+,F,NULL,dine-in
814,2025-04-20 10:51:00,wait,two_seat,60+,F,NULL,dine-in
815,2025-04-20 10:27:00,enter,two_seat,20s,M,NULL,dine-in
815,2025-04-20 10:27:00,wait,two_seat,20s,M,NULL,dine-in
816,2025-04-20 09:08:00,enter,NULL,30s,F,3,takeout
816,2025-04-20 09:11:00,exit,NULL,30s,F,3,takeout
817,2025-04-20 17:59:00,enter,four_seat,40s,M,NULL,dine-in
817,2025-04-20 18:21:00,stay,four_seat,40s,M,44,dine-in
817,2025-04-20 18:43:00,exit,four_seat,40s,M,44,dine-in
818,2025-04-20 12:27:00,enter,NULL,30s,F,5,takeout
